Gene	Category	Start	End	MaxLogFC	Expression	Direction	Upstream	P-Value	Q-Value
yagI	knockout	284114	284873	1.03229172010325	increased_insertions	forward	ykgS	6.32793712800914e-05	0.0018191381075497
yaiL	increased_mutants_at_end_of_gene	372227	372767	1	increased_insertions	nodirection	NA	0.0001208034365928	0.0030329403267579
372790_372977	knockout	372790	372977	1	increased_insertions	nodirection	NA	0.0001208034365928	0.0030329403267579
aroL	knockout	401860	402385	-1.78137930690866	decreased_insertions	forward	aroL__3prime	0.0386839077428985	0.192966542500214
cyoB	knockout	444105	446097	1.2001841071364	increased_insertions	forward	bolA	1.51236242837098e-06	7.8723754553352e-05
yajG	knockout	449044	449623	2.25361781218043	increased_insertions	forward	bolA	0.0415131814813588	0.200419936090728
clpP	knockout	452132	452756	1.98975830710299	increased_insertions	forward	clpP__3prime	5.884344918892e-09	5.68176174649351e-07
hha	knockout	475545	475764	-2.0	decreased_insertions	nodirection	NA	5.09067297138321e-09	5.03061893867392e-07
acrB	knockout	476709	479859	-1.0	decreased_insertions	nodirection	NA	1.32502872667923e-06	6.98477674460032e-05
gsk	unclassified	495580	496885	2.09148542553556	increased_insertions	forward	gsk__3prime	0.0009838282986067	0.0152132569059613
tesA	decreased_mutants_at_end_of_gene	514594	515221	-1.83698911994658	decreased_insertions	forward	ybbA	8.22999232834029e-05	0.0022243840376319
514681_514907	knockout	514681	514907	-1.83698911994658	decreased_insertions	forward	ybbA	8.22999232834029e-05	0.0022243840376319
ybbC	knockout	523036	523405	-1.8918560670854	decreased_insertions	forward	rhsH__3prime	2.25901794953354e-07	1.50391147598157e-05
560257_581559	decreased_mutants_at_end_of_gene	560257	581559	-2.31789328652391	increased_insertions/decreased_insertions	reverse/nodirection/forward	sfmZ__3prime/560257_581559__3prime/NA	2.2969396774446604e-09	2.4832470068374e-07
ybcV	knockout	574639	575050	-1.0	decreased_insertions	nodirection	NA	4.32734380907611e-05	0.0013606168326903
appY	knockout	579136	579886	-1.06050151099765	decreased_insertions	forward	pauD	2.2969396774446604e-09	2.4832470068374e-07
nfsB	unclassified	600226	600880	-1.0	decreased_insertions	nodirection	NA	0.0001445426535925	0.0034561815222923
rlpA	knockout	659557	660646	1.30787491811165	increased_insertions	reverse	dacA__3prime	2.62176660595166e-05	0.0009241743565319
ybeL	decreased_mutants_at_end_of_gene	670473	670956	-1.0	decreased_insertions	nodirection	NA	0.000163779599732	0.0038650152183024
ybeX	knockout	686361	687240	-2.34668255429205	decreased_insertions	forward	ubiF	2.82879707442426e-07	1.80714415123195e-05
nagB	knockout	698266	699067	2.57723436690605	increased_insertions	forward	nagE	0.0159381190846595	0.108716233217267
ybfE	knockout	707060	707354	3.51249961165943	increased_insertions	forward	seqA	2.8355496602405904e-09	3.01402249179691e-07
speF	unclassified	713717	715916	-1.0	decreased_insertions	nodirection	NA	0.0001900324294343	0.0042770822062537
ybfC	knockout	731105	731675	-1.1716382369976	decreased_insertions	forward	ybfQ	1.69648217564382e-05	0.0006592038349714
gltA	knockout	748640	749924	1.05730826821147	increased_insertions	reverse	ybgD__3prime	2.72130757964838e-10	3.47695147221943e-08
sdhD	increased_mutants_at_end_of_gene	751015	751363	2	increased_insertions	nodirection	NA	1.32614372309677e-17	4.5336194468786705e-15
sdhB	knockout	753144	753861	2.06669111782863	increased_insertions	forward	sdhB__3prime	6.94986514754581e-10	8.13970780104694e-08
sucD	knockout	759635	760505	3.2088508182783	increased_insertions	forward	sucD__3prime	7.95129943016353e-16	2.33897643004973e-13
cydB	knockout	768497	769637	1	increased_insertions	nodirection	NA	6.06706651196073e-05	0.0017659427919287
bioC	knockout	806977	807733	1.71546966168733	increased_insertions	forward	bioC__3prime	2.1397319565795e-06	0.000106139096152
ompX	knockout	845905	846421	-1.04581630242413	decreased_insertions	forward	ompX__3prime	0.0026504469558839	0.0314498157082327
moeB	unclassified	859835	860585	2.03990348270809	increased_insertions	reverse	ybiY__3prime	0.0036341928068884	0.039696808993378
nfsA	decreased_mutants_at_end_of_gene	886639	887362	-1.0	decreased_insertions	nodirection	NA	0.0003069570692811	0.0063339314344815
ybjX	knockout	913583	914576	1.71811900027045	increased_insertions	forward	macA	8.53151168169143e-13	1.63507714032901e-10
lrp	knockout	928050	928545	2	increased_insertions	nodirection	NA	1.19226110307186e-17	4.3088316265016906e-15
serC	knockout	953108	954197	1.59722615417904	increased_insertions	reverse	ycaO__3prime	0.0001146880503488	0.0028898190216386
ihfB	knockout	959283	959568	2.82172433948598	increased_insertions	reverse	ycaO__3prime	8.75763508645798e-07	4.83735048945882e-05
aspC	knockout	979974	981165	1.55100886260082	increased_insertions	reverse	ycbC__3prime	2.9240596204359902e-09	3.08220251157457e-07
ycbZ	knockout	1011994	1013755	1	increased_insertions	nodirection	NA	2.88416929884855e-32	1.92009776111239e-29
ompA	knockout	1014468	1015509	-4.0	decreased_insertions	nodirection	NA	1.3735715083753302e-09	1.52406193065259e-07
csgC	knockout	1100416	1100749	1.80675660596478	increased_insertions	forward	csgC__3prime	0.0059083413776451	0.0548712262010527
clsC	knockout	1101810	1103232	-1.03271064558178	decreased_insertions	forward	opgG	0.0013725125855477	0.0195701098220358
opgG	increased_mutants_at_end_of_gene	1104790	1106326	1	increased_insertions	nodirection	NA	2.7593857072128202e-14	6.71220573279517e-12
opgH	knockout	1106318	1108862	1	increased_insertions	nodirection	NA	9.985596268186e-14	2.10513011993808e-11
dinI	unclassified	1116697	1116943	-1.51761643963261	decreased_insertions	reverse	bssS__3prime	0.0006743362200596	0.0113880892490442
rne	knockout	1136637	1139823	1.88965104370862	increased_insertions	reverse	flgA__3prime	1.32034612293587e-07	9.27836561611992e-06
yceD	knockout	1142249	1142771	1	increased_insertions	nodirection	NA	2.45157018034068e-05	0.0008809633866798
fabF	knockout	1147394	1148636	1.36209127642983	increased_insertions	forward	fabF__3prime	2.8838360953063697e-12	5.42389111405154e-10
lpoB	knockout	1158093	1158735	1	increased_insertions	nodirection	NA	0.0003006766546392	0.0062450886773927
bhsA	over_50_perc_inactivation	1164528	1164786	-2.0	decreased_insertions	nodirection	NA	5.55181013970561e-05	0.0016623075714126
phoQ	knockout	1183771	1185232	-2.0	decreased_insertions	nodirection	NA	3.1936654657392304e-14	7.62201405210103e-12
phoP	knockout	1185231	1185903	-2.0	decreased_insertions	nodirection	NA	3.1936654657392304e-14	7.62201405210103e-12
1191675_1206868	unclassified	1191675	1206868	-3.36258609023816	decreased_insertions	reverse/forward	1191675_1206868__3prime/rluE__3prime	1.33599717036598e-05	0.0005373939703061
trpA	knockout	1310672	1311479	1	increased_insertions	nodirection	NA	1.69895209266109e-05	0.0006592038349714
trpE	knockout	1315640	1317203	1.4820888127307	increased_insertions	forward	yciV	0.0235604609162631	0.141237793244815
rnb	knockout	1341234	1343169	1	increased_insertions	nodirection	NA	0.0002489420168248	0.0053734941481517
pspB	knockout	1363057	1363282	-2.65164883103976	decreased_insertions	forward	pspB__3prime	0.0006423119896157	0.0109348645446153
ycjS	knockout	1371088	1372144	1.45008416059982	increased_insertions	reverse	pspF__3prime	0.0003144508050869	0.0064360651028223
1406155_1429215	unclassified	1406155	1429215	2.55706923547829	increased_insertions	forward	1406155_1429215__3prime	2.34723615410816e-07	1.5383518193427e-05
micC	knockout	1431377	1431486	-1.0	decreased_insertions	nodirection	NA	0.000283087760081	0.0059679617954421
paaA	knockout	1448183	1449113	-1.42844219323822	decreased_insertions	reverse	paaZ__3prime	0.0018093463627433	0.023790459607423
ydbC	knockout	1468477	1469338	1.13585578086226	increased_insertions	forward	ydbC__3prime	5.67923217893729e-07	3.40457857020747e-05
ynbC	knockout	1473394	1475152	1.13409385698492	increased_insertions	forward	ynbC__3prime	0.0061663560643954	0.0568086218925984
hrpA	knockout	1477317	1481220	-2.0	decreased_insertions	nodirection	NA	5.73301268792032e-40	4.83445849930028e-37
ydcI	knockout	1488404	1489328	-1.60947038486404	decreased_insertions	forward	ydcJ	2.37521752056408e-05	0.0008608632211351
ydcD	decreased_mutants_at_end_of_gene	1524178	1524661	-1.0	decreased_insertions	nodirection	NA	5.75974986760315e-05	0.0017022214036287
ydeT	knockout	1583109	1584336	1.40497661271274	increased_insertions	reverse	ydeS__3prime	0.0021892969968844	0.0273640491241017
ynfD	knockout	1651821	1652127	1.8305423640325	increased_insertions	reverse	ynfC__3prime	8.14736880070584e-07	4.53991488811137e-05
ydjO	knockout	1806585	1807389	-1.10110667175155	decreased_insertions	forward	katE	8.28440269914266e-06	0.0003552183381066
chbR	unclassified	1812861	1813704	-1.0	decreased_insertions	nodirection	NA	0.0005492595944965	0.0097169015535485
chbB	knockout	1815555	1815876	-1.90876096267419	decreased_insertions	reverse	chbC__3prime	6.62487032617367e-08	4.95846063643614e-06
prc	knockout	1907024	1909073	-2.0	decreased_insertions	nodirection	NA	9.782054120131381e-09	8.94932828480091e-07
yebK	knockout	1930908	1931778	-1.9023845526768	decreased_insertions	reverse	zwf__3prime	6.07308968684499e-05	0.0017659427919287
cmoA	knockout	1946958	1947702	-2.70308479724569	decreased_insertions	reverse	aspS__3prime	3.66347652652155e-08	2.89620716149819e-06
sdiA	knockout	1989590	1990313	-1.14761475818389	decreased_insertions	forward	1995448_1995547	9.81650364717988e-06	0.000412478656101
2060834_2072512	decreased_mutants_at_start_of_gene	2060834	2072512	-1.60446260300294	decreased_insertions	forward	2060834_2072512__3prime	2.8051004426178e-05	0.0009752668752919
wbbK	knockout	2096871	2097990	-1.277329412958	decreased_insertions	reverse	insH1__3prime	1.44929272934651e-10	1.95022380143659e-08
glf	unclassified	2100706	2101810	-1.02958325747694	decreased_insertions	reverse	wbbH__3prime	0.0003537488480612	0.0069915143423855
cpsB	unclassified	2116564	2118001	-1.0	decreased_insertions	nodirection	NA	0.0005482922714427	0.009713373867618
asmA	knockout	2133239	2135093	-6.92679126923053	decreased_insertions	forward	yegE	9.07554736276437e-11	1.26150108342425e-08
yehD	knockout	2185158	2185701	-1.56019308878762	decreased_insertions	reverse	yehC__3prime	2.32560193647933e-07	1.53211140075662e-05
yeiR	knockout	2261307	2262294	1	increased_insertions	nodirection	NA	0.0004284442550199	0.0081128613499211
lpxT	knockout	2262332	2263046	-1.22843763466087	decreased_insertions	forward	mepS	6.74856130992996e-06	0.0002974304948059
yejM	knockout	2277854	2279615	-11.5161166968896	decreased_insertions	forward	yejM__3prime	6.08739946092435e-14	1.3275778582971099e-11
napA	knockout	2293745	2296232	1.03200755269426	increased_insertions	forward	eco	0.0020135958152654	0.0257793253717531
2297895_2298550	knockout	2297895	2298550	1	increased_insertions	nodirection	NA	1.2961675772665698e-11	2.12924982920063e-09
rcsB	knockout	2309655	2310306	-1.65786748969396	decreased_insertions	forward	rcsB__3prime	6.59624498987282e-10	7.87131159216051e-08
rhmD	unclassified	2353687	2354893	-2.3183414531945	decreased_insertions	reverse	rhmT__3prime	0.0182915335002138	0.120254473619649
nuoN	knockout	2383526	2384984	2.64462082753442	increased_insertions	forward	2386609_2386645	7.46136092107199e-07	4.27053186835473e-05
nuoL	knockout	2386683	2388525	2.12177658186688	increased_insertions	reverse	nuoM__3prime	0.003347763792048	0.0377750795768205
nuoJ	knockout	2388820	2389375	1.97844511950823	increased_insertions	reverse	nuoK__3prime	0.0011493372706354	0.0170280041804263
nuoG	knockout	2390917	2393644	1.40320287029612	increased_insertions	reverse	nuoH__3prime	6.38286421058399e-08	4.80576484521886e-06
nuoF	knockout	2393696	2395034	1	increased_insertions	nodirection	NA	0.0003141724605879	0.0064360651028223
yfbR	increased_mutants_at_end_of_gene	2402340	2402940	1.25970086928099	increased_insertions	reverse	lrhA__3prime	0.0003529334713541	0.0069863153038474
2402670_2403877	unclassified	2402670	2403877	1.25970086928099	increased_insertions	reverse	lrhA__3prime	0.0003529334713541	0.0069863153038474
yfcF	knockout	2413319	2413964	2.21056905443523	increased_insertions	reverse	yfcE__3prime	0.199365571483501	0.485254746495328
truA	knockout	2428302	2429115	2.66309026562495	increased_insertions	reverse	dedA__3prime	0.0003091989081542	0.0063594422589314
2459863_2470078	increased_mutants_at_start_of_gene/decreased_mutants_at_end_of_gene	2459863	2470078	-1.11044407351326	increased_insertions/decreased_insertions	reverse/nodirection/forward	mlaA__3prime/2459863_2470078__3prime/NA	9.92068823520586e-09	8.96334182050849e-07
gtrA	unclassified	2461333	2461696	1.06266546101344	increased_insertions	forward	gtrA__3prime	0.0010822805468898	0.0163167659566271
gtrB	decreased_mutants_at_end_of_gene	2461692	2462613	-1.0	decreased_insertions	nodirection	NA	9.92068823520586e-09	8.96334182050849e-07
gtrS	knockout	2462609	2463941	-1.0	decreased_insertions	nodirection	NA	9.92068823520586e-09	8.96334182050849e-07
yfdL	knockout	2465022	2465601	-1.11044407351326	decreased_insertions	reverse	yfdK__3prime	0.000211255049	0.0046634644237384
eutG	knockout	2561682	2562870	1.05371710765807	increased_insertions	forward	talA	0.001149649424467	0.0170280041804263
bepA	knockout	2609452	2610916	-3.0	decreased_insertions	nodirection	NA	1.2151174244774399e-30	7.68501015110757e-28
upp	unclassified	2613604	2614231	2.01713855097914	increased_insertions	reverse	uraA__3prime	2.28901183908373e-05	0.0008392379928281
purM	knockout	2614555	2615593	1.30209442785379	increased_insertions	forward	purM__3prime	4.16409482031622e-05	0.0013200911123353
bamB	knockout	2630832	2632011	-1.0	decreased_insertions	nodirection	NA	7.65025056068391e-05	0.0020855176582347
rodZ	knockout	2635189	2636203	1.84485729798239	increased_insertions	forward	2642035_2642178	2.64375756608865e-05	0.0009263404280735
rlmN	knockout	2636487	2637642	1.45478734049392	increased_insertions	forward	2642035_2642178	4.64733475160992e-08	3.5412130887418e-06
sseB	knockout	2647515	2648292	-1.16794461025461	decreased_insertions	forward	2648328_2648425	0.0002622091872085	0.0056025047025319
iscR	knockout	2655001	2655490	-1.9462034642998	decreased_insertions	reverse	iscS__3prime	7.56338429162259e-08	5.59469285992597e-06
yfiM	increased_mutants_at_end_of_gene	2717486	2717810	1	increased_insertions	nodirection	NA	0.0001867071947197	0.0042317781196839
kgtP	knockout	2717806	2719105	1	increased_insertions	nodirection	NA	0.0001867071947197	0.0042317781196839
yfiH	unclassified	2727661	2728393	1.00780843120125	increased_insertions	forward	bamD	0.010570390509338	0.08194423839573
2749315_2771345	increased_mutants_at_end_of_gene	2749315	2771345	1	increased_insertions	nodirection	NA	0.000518915271883	0.0092971094533265
ypjJ	knockout	2770235	2770436	1	increased_insertions	nodirection	NA	0.000518915271883	0.0092971094533265
ypjC	knockout	2776996	2778370	-1.47195802259117	decreased_insertions	reverse	pinH__3prime	2.01664577373533e-16	6.395955407045681e-14
mprA	knockout	2804128	2804659	-3.57933058997103	decreased_insertions	forward	mprA__3prime	5.77698954216699e-16	1.73983668378262e-13
gshA	knockout	2808241	2809798	1.37398863682993	increased_insertions	forward	srlA	2.79271783909935e-08	2.26442871453639e-06
hypB	knockout	2844359	2845232	1.30564665029215	increased_insertions	reverse	hycA__3prime	9.25604468318832e-05	0.002443457740755
rpoS	knockout	2859917	2860910	-4.0	decreased_insertions	nodirection	NA	1.4068109170557e-44	1.4828959408197999e-41
truD	knockout	2863613	2864663	-1.38506219812893	decreased_insertions	reverse	umpG__3prime	4.22621471644734e-08	3.25959694806966e-06
ispD	knockout	2865138	2865849	-2.6084480409499	decreased_insertions	reverse	ispF__3prime	2.06083955607693e-08	1.72632844667663e-06
ptsP	knockout	2959546	2961793	1.060038982511	increased_insertions	forward	mutH	5.08480727944882e-05	0.0015573299582989
yqeJ	unclassified	2982662	2983145	-1.14487541598564	decreased_insertions	reverse	yqeF__3prime	1.73935340932842e-05	0.000671171354537
ygeI	over_50_perc_inactivation	2986996	2987215	-1.76947427553875	decreased_insertions	forward	pbl	0.0013312751835571	0.0191573376528033
ygeN	knockout	2988672	2989379	-1.42135457227696	decreased_insertions	reverse	ygeK__3prime	1.0153344541959e-05	0.0004219062877301
hyuA	knockout	3003386	3004772	1.085697809191	increased_insertions	forward	hyuA__3prime	3.39859249014188e-06	0.0001604059567455
gcvP	knockout	3039526	3042400	1.15526320663866	increased_insertions	reverse	ygfF__3prime	3.8714405709198095e-12	6.99569311165209e-10
gcvT	knockout	3042931	3044026	1	increased_insertions	nodirection	NA	6.52946020854434e-10	7.86582306455975e-08
ygfB	knockout	3048224	3048803	1	increased_insertions	nodirection	NA	8.75040979472464e-10	9.97152553995243e-08
scpA	increased_mutants_at_end_of_gene	3054208	3056353	1	increased_insertions	nodirection	NA	0.0003797446512759	0.0073898309138298
scpB	increased_mutants_at_end_of_gene	3057351	3058137	1.55579299478564	increased_insertions	reverse	yqfE__3prime	0.0982193337840701	0.327803787080396
yggP	unclassified	3069537	3070815	-1.15352068824202	decreased_insertions	reverse	yggF__3prime	7.399898435479521e-09	6.93343076373189e-07
yghU	increased_mutants_at_end_of_gene	3132085	3132952	1	increased_insertions	nodirection	NA	6.09792760420125e-05	0.0017684654052819
3132979_3133062	knockout	3132979	3133062	1	increased_insertions	nodirection	NA	6.09792760420125e-05	0.0017684654052819
ygiZ	knockout	3165237	3165570	-2.0	decreased_insertions	nodirection	NA	0.0003439793247258	0.0068736089707072
tolC	knockout	3171473	3172955	-2.0	decreased_insertions	nodirection	NA	4.96268866078951e-14	1.1343661003054498e-11
sstT	increased_mutants_at_end_of_gene	3233302	3234547	2.24209996795721	increased_insertions	reverse	rlmG__3prime	0.139209907002793	0.397793021644302
yhaB	knockout	3261212	3261752	-1.0	decreased_insertions	nodirection	NA	1.01936182780181e-07	7.28469364964128e-06
yhaC	knockout	3261773	3262961	-1.0	decreased_insertions	nodirection	NA	1.01936182780181e-07	7.28469364964128e-06
garK	knockout	3263983	3265129	1.05788362099986	increased_insertions	reverse	rnpB__3prime	0.0013176023850725	0.0190144112252213
lpoA	knockout	3286758	3288795	-1.14870437360321	decreased_insertions	forward	lpoA__3prime	3.65163302595397e-07	2.27534513030994e-05
nlpI	knockout	3301398	3302283	-2.27491804626277	decreased_insertions	reverse	yrbN__3prime	4.874147639496299e-13	9.944047337417519e-11
truB	knockout	3305191	3306136	1.09816461046451	increased_insertions	reverse	rpsO__3prime	0.0001955035347	0.0043846173943636
mlaB	unclassified	3330321	3330615	-2.0	decreased_insertions	nodirection	NA	7.05543384355583e-11	1.00274362569818e-08
mlaC	knockout	3330614	3331250	-2.0	decreased_insertions	nodirection	NA	7.05543384355583e-11	1.00274362569818e-08
mlaD	knockout	3331268	3331820	-3.0	decreased_insertions	nodirection	NA	9.8344266865944e-09	8.94932828480091e-07
mlaE	knockout	3331824	3332607	-3.0	decreased_insertions	nodirection	NA	9.8344266865944e-09	8.94932828480091e-07
yhcM	knockout	3372228	3373356	1.26696166897067	increased_insertions	forward	yhcB	1.49418762106418e-10	1.98947149672009e-08
yhdP	knockout	3385816	3389617	-1.01543934926595	decreased_insertions	forward	acuI	2.64501892533794e-09	2.83532579547455e-07
yhdT	increased_mutants_at_end_of_gene	3400733	3400976	1	increased_insertions	nodirection	NA	3.73534684981405e-23	1.7499408260480702e-20
panF	knockout	3400965	3402417	1	increased_insertions	nodirection	NA	3.73534684981405e-23	1.7499408260480702e-20
dusB	knockout	3403638	3404604	1.47936632706991	increased_insertions	forward	dusB__3prime	0.0002126441714807	0.0046778019566255
yrdB	unclassified	3423124	3423382	2	increased_insertions	nodirection	NA	4.67867429674894e-25	2.36722204718309e-22
aroE	knockout	3423378	3424197	2	increased_insertions	nodirection	NA	4.67867429674894e-25	2.36722204718309e-22
aroB	knockout	3510756	3511845	2.67480393535223	increased_insertions	forward	mrcA	3.65072895808195e-24	1.77607963810687e-21
glgX	knockout	3562705	3564679	1.06850880619725	increased_insertions	reverse	glgC__3prime	1.04111038224873e-05	0.0004303596478779
ftsX	unclassified	3594387	3595446	-2.13750541867749	decreased_insertions	reverse	rpoH__3prime	0.0002580452070497	0.0055347832404045
nikB	unclassified	3608600	3609545	3.0535097454221	increased_insertions	forward	nikB__3prime	0.200959716774119	0.487545384997889
yrhC	knockout	3617246	3617597	-1.12596054860145	decreased_insertions	forward	yrhC__3prime	1.93985005790896e-07	1.30516826502609e-05
pitA	knockout	3631001	3632501	2	increased_insertions	nodirection	NA	7.193975896986169e-30	4.13620914186264e-27
dtpB	increased_mutants_at_end_of_gene	3634221	3635691	1	increased_insertions	nodirection	NA	0.000189586262934	0.0042746464168489
dctR	knockout	3648042	3648573	-1.0	decreased_insertions	nodirection	NA	3.7246510659417303e-25	1.9630463055457e-22
mdtF	knockout	3653773	3656887	-2.0	decreased_insertions	nodirection	NA	7.265733579260529e-40	5.74401650275415e-37
insJ	decreased_mutants_at_end_of_gene	3714039	3714561	-2.4915465088845	decreased_insertions	reverse	hokA__3prime	0.0006754814821571	0.0113922203570745
yiaU	knockout	3745351	3746326	-1.44988178100548	decreased_insertions	reverse	yiaT__3prime	6.17268309033343e-10	7.50752580861803e-08
yibN	knockout	3777943	3778375	-1.29933552257987	decreased_insertions	reverse	grxC__3prime	0.0588213867179675	0.244265174194212
waaC	over_50_perc_inactivation	3789338	3790298	-3.17301876741975	decreased_insertions	forward	waaC__3prime	1.97439044510196e-05	0.0007432757363123
waaY	knockout	3793626	3794325	-2.0	decreased_insertions	nodirection	NA	2.10208029187028e-08	1.74929036920179e-06
waaR	knockout	3795398	3796418	-2.0	decreased_insertions	nodirection	NA	6.57731940692444e-06	0.0002908968992244
waaS	knockout	3797540	3798476	-1.10062333454324	decreased_insertions	reverse	waaB__3prime	1.13824962326212e-08	1.00683353039459e-06
waaP	knockout	3798512	3799310	-2.0	decreased_insertions	nodirection	NA	2.02277347730614e-30	1.21838389116407e-27
waaG	knockout	3799302	3800427	-2.0	decreased_insertions	nodirection	NA	2.02277347730614e-30	1.21838389116407e-27
waaQ	knockout	3800423	3801458	-2.0	decreased_insertions	nodirection	NA	2.02277347730614e-30	1.21838389116407e-27
yicC	knockout	3810035	3810899	1.34177940600935	increased_insertions	forward	dinD	6.25308548928849e-07	3.71339334995353e-05
recG	knockout	3819425	3819585	1	increased_insertions	nodirection	NA	4.18631328147182e-12	7.458123478498171e-10
yidQ	unclassified	3861087	3861420	1	increased_insertions	nodirection	NA	0.0001126009222785	0.0028600182046205
phoU	knockout	3900212	3900938	-1.64081956763396	decreased_insertions	reverse	bglG__3prime	0.0009375897320435	0.0146414475563196
atpC	over_50_perc_inactivation	3908912	3909332	3.32858415174855	increased_insertions	reverse	glmU__3prime	2.96045600293659e-05	0.0010120758913823
atpD	knockout	3909352	3910735	3.34590919808978	increased_insertions	reverse	atpC__3prime	1.95557751944011e-05	0.0007383910460715
atpH	knockout	3913229	3913763	11.4326730429425	increased_insertions	reverse	atpA__3prime	0.0002842237553832	0.0059730251609388
rbsR	knockout	3931586	3932579	-2.0	decreased_insertions	nodirection	NA	2.8359255387895497e-11	4.3745880658718304e-09
hdfR	knockout	3940487	3941327	-2.0	decreased_insertions	nodirection	NA	3.07633351206099e-10	3.85272698951084e-08
wzzE	knockout	3962390	3963437	-2.40708635125895	decreased_insertions	forward	wzzE__3prime	1.9644332938724303e-09	2.14207902880968e-07
wzxE	knockout	3969637	3970888	1.22910870790427	increased_insertions	forward	wzxE__3prime	2.42552037428297e-11	3.88359584991206e-09
yigF	unclassified	3995778	3996159	-1.94165807972247	decreased_insertions	reverse	yigE__3prime	3.6990420626268e-06	0.0001732081908921
fre	knockout	4019886	4020588	1.51831625495593	increased_insertions	reverse	rfaH__3prime	0.0006116438240825	0.0104833099333615
cpxA	knockout	4093529	4094903	1.1166822864469	increased_insertions	reverse	rhaT__3prime	7.58756735878229e-07	4.29242557804578e-05
cpxP	knockout	4095747	4096248	-2.13986743487918	decreased_insertions	reverse	cpxR__3prime	0.18150864416983	0.460390157917396
yiiQ	knockout	4101542	4102142	2.21138777922985	increased_insertions	forward	yiiR__3prime	0.0054062873506965	0.051884771395266
menA	knockout	4109350	4110277	1.08204696439267	increased_insertions	reverse	rraA__3prime	1.32527979975024e-06	6.98477674460032e-05
cytR	knockout	4113358	4114384	-1.03013107434964	decreased_insertions	reverse	ftsN__3prime	0.0004948864363334	0.0090329271763091
metL	knockout	4119762	4122195	1.38725487091925	increased_insertions	reverse	metJ__3prime	5.0220967362720405e-14	1.1343661003054498e-11
sthA	knockout	4149317	4150718	2.54418638949322	increased_insertions	forward	fabR	1.9196640679021998e-13	3.98062799916309e-11
tufB	knockout	4165871	4167056	2.02476016795397	increased_insertions	reverse	coaA__3prime	0.781754439302739	0.913323692358327
rpoC	knockout	4175387	4175979	-2.57132433662379	decreased_insertions	forward	yjaZ	0.0001480269347763	0.0035195351465904
rsd	knockout	4186259	4186736	-1.2856371758735	decreased_insertions	reverse	thiC__3prime	0.0014278583974515	0.0200501683917053
yjaH	knockout	4190493	4191189	-1.175443798992	decreased_insertions	forward	yjaH__3prime	0.0564769886756525	0.239002151140291
purH	knockout	4195870	4197460	1.08519799463042	increased_insertions	forward	rrsE	8.539800246132051e-10	9.81999393757494e-08
dgkA	knockout	4246564	4246933	2	increased_insertions	nodirection	NA	4.48591959060724e-05	0.0014014654691246
soxR	knockout	4267396	4267861	2.1060023121212	increased_insertions	reverse	soxS__3prime	7.41631682368573e-08	5.51817597075299e-06
dcuA	unclassified	4355288	4356590	1.83377635865451	increased_insertions	forward	4356303_4356607__3prime	8.05656225053123e-07	4.50917946491016e-05
nsrR	knockout	4396006	4396432	1.67412187725106	increased_insertions	forward	nsrR__3prime	0.0196398702036859	0.12545657093876
rnr	knockout	4396470	4398912	-1.26580041177231	decreased_insertions	forward	rnr__3prime	0.0001050412221716	0.0027171092418176
ulaF	knockout	4413516	4414203	1.23723726179002	increased_insertions	reverse	ulaG__3prime	6.7070665556623e-09	6.36999878903176e-07
rplI	knockout	4415924	4416374	-3.22367366639201	decreased_insertions	forward	rplI__3prime	5.206436985037309e-13	1.04533684799583e-10
ytfI	knockout	4427523	4428462	-1.05074737883477	decreased_insertions	forward	ytfI__3prime	1.7554514385602e-08	1.50031792205054e-06
fbp	knockout	4444427	4445426	2	increased_insertions	nodirection	NA	5.46086703196117e-39	3.8374726159598194e-36
treC	knockout	4452870	4454526	1.3428091992162	increased_insertions	reverse	nrdD__3prime	1.99402301038337e-06	9.96932690052933e-05
rraB	knockout	4468289	4468706	-1.0	decreased_insertions	nodirection	NA	0.0002125111251445	0.0046778019566255
fecD	unclassified	4501274	4502231	1	increased_insertions	nodirection	NA	0.000113319693447	0.0028667616048246
fimB	knockout	4530773	4531376	1	increased_insertions	nodirection	NA	4.0154637513683e-39	2.9877412347681e-36
fimI	knockout	4533544	4534084	-3.0	decreased_insertions	nodirection	NA	1.8950514261466902e-15	5.32677899762877e-13
fimC	knockout	4534120	4534846	-2.05732327569574	increased_insertions/decreased_insertions	reverse/forward	fimD__3prime/nanC__3prime	7.782482522228779e-12	1.3672308531065501e-09
fimF	knockout	4537558	4538089	2.14943373033155	increased_insertions	forward	fimF__3prime	0.0007991059281464	0.0127947985887655
fimG	knockout	4538101	4538605	1	increased_insertions	nodirection	NA	1.6788862300888e-07	1.1541430393692e-05
fimH	knockout	4538624	4539527	1	increased_insertions	nodirection	NA	1.46128254059036e-18	5.43640083997866e-16
hypT	knockout	4547194	4548106	1.16756931725127	increased_insertions	reverse	yjiC__3prime	0.308691346310046	0.610290221862421
hsdS	unclassified	4569884	4571279	-1.41962093868778	decreased_insertions	reverse	symE__3prime	0.0001309947490955	0.0032309726371465
yjjK	knockout	4618671	4620339	1.08804999929369	increased_insertions	forward	slt	5.5304285816777805e-09	5.42282101780173e-07
